expense_date,expense_type_id,expense_sub_type_id,currency_id,amount,family_id,note
1/29/2025,22,0,2,52,2,Restraunt #3
1/30/2025,5,0,2,39,0,Grocery #1
1/31/2025,5,0,2,48,0,Grocery #1
2/1/2025,1,0,2,787,0,Mortgage Payment
2/1/2025,2,0,2,191,0,Loan payment
2/1/2025,3,0,2,50,0,Hardware Store #1
2/1/2025,3,0,2,12,0,Hardware Store #2
2/2/2025,3,0,2,125,0,Hardware Store #2
2/2/2025,9,FUEL,2,41,0,Fuel
2/5/2025,5,0,2,38,0,Grocery #3
2/6/2025,5,0,2,48,0,Grocery #1
2/7/2025,5,0,2,8,0,Grocery #3
2/8/2025,3,0,2,96,0,Hardware Store #1
2/9/2025,9,FUEL,2,39,0,Fuel
2/9/2025,5,0,2,30,0,Grocery #3
2/13/2025,22,0,2,19,4,Restraunt #1
2/13/2025,5,0,2,58,0,Grocery #1
2/14/2025,4,0,2,33,0,Internet Provider
2/14/2025,4,0,2,112,0,Electrical Provider
2/14/2025,7,0,2,70,0,Mobile Provider
2/14/2025,5,0,2,37,0,Grocery #1
2/14/2025,5,0,2,35,0,Grocery #1
2/15/2025,8,SUBS,2,25,0,Subscription #2
2/15/2025,5,0,2,20,0,Grocery #3
2/15/2025,6,0,2,36,0,Walmart
2/16/2025,6,0,2,9,0,Amazon
2/16/2025,6,0,2,9,0,Amazon
2/17/2025,6,0,2,17,0,Amazon
2/18/2025,6,0,2,73,0,Amazon
2/19/2025,22,0,2,52,4,Restraunt #3
2/20/2025,8,SUBS,2,25,0,Subscription #1
2/22/2025,3,0,2,80,0,Hardware Store #1
2/22/2025,9,FUEL,2,40,0,Fuel
2/23/2025,3,0,2,27,0,Hardware Store #1
2/25/2025,5,0,2,48,0,Grocery #1
2/25/2025,5,0,2,18,0,Grocery #3
2/26/2025,5,0,2,34,0,Grocery #1
2/26/2025,5,0,2,3,0,Grocery #2
2/28/2025,22,0,2,5,4,Restraunt #1
2/28/2025,11,0,2,4,1,Pharmacy #1
3/1/2025,1,0,2,787,0,Mortgage Payment
3/1/2025,2,0,2,191,0,Loan payment
3/2/2025,6,0,2,17,5,Amazon
3/3/2025,9,FUEL,2,42,0,Fuel
3/4/2025,6,0,2,20,4,Amazon
3/6/2025,6,0,2,21,0,Walmart
3/7/2025,22,0,2,52,4,Restraunt #3
3/11/2025,6,0,2,8,4,Amazon
3/13/2025,5,0,2,8,0,Grocery #2
3/14/2025,4,0,2,33,0,Internet Provider
3/14/2025,4,0,2,113,0,Electrical Provider
3/14/2025,5,0,2,42,0,Grocery #3
3/14/2025,9,FUEL,2,30,0,Fuel
3/15/2025,8,SUBS,2,27,0,Subscription #2
3/16/2025,6,0,2,19,0,Amazon
3/16/2025,6,0,2,38,0,Amazon
3/17/2025,7,0,2,70,0,Mobile Provider
3/17/2025,5,0,2,4,0,Grocery #5
3/19/2025,5,0,2,49,0,Grocery #1
3/19/2025,5,0,2,24,0,Grocery #3
3/19/2025,13,0,2,22,0,Parking
3/20/2025,5,0,2,15,0,Grocery #1
3/20/2025,9,FUEL,2,27,0,Fuel
3/21/2025,5,0,2,21,0,Grocery #5
3/21/2025,9,FUEL,2,24,0,Fuel
3/22/2025,8,SUBS,2,27,0,Subscription #1
3/22/2025,5,0,2,54,0,Grocery #1
3/22/2025,22,0,2,17,4,Restraunt #2
3/22/2025,9,FUEL,2,38,0,Fuel
3/23/2025,5,0,2,28,0,Grocery #3
3/24/2025,13,0,2,42,0,Tolls
3/24/2025,13,0,2,25,0,Tolls
3/24/2025,22,0,2,52,0,Restraunt #3
3/24/2025,5,0,2,34,0,Grocery #1
3/25/2025,5,0,2,28,0,Grocery #1
3/25/2025,5,0,2,16,0,Grocery #3
3/26/2025,5,0,2,16,0,Grocery #3
3/27/2025,5,0,2,29,0,Grocery #1
3/28/2025,9,FUEL,2,35,0,Fuel
3/29/2025,5,0,2,33,0,Grocery #3
3/29/2025,5,0,2,45,6,Grocery #6
3/31/2025,6,0,2,17,0,Amazon
3/31/2025,5,0,2,35,0,Grocery #1
3/31/2025,5,0,2,12,3,Grocery #6
4/1/2025,1,0,2,787,0,Mortgage Payment
4/1/2025,2,0,2,191,0,Loan payment
4/1/2025,5,0,2,18,0,Grocery #3
4/2/2025,5,0,2,58,0,Grocery #1
4/2/2025,5,0,2,16,0,Grocery #3
4/2/2025,22,0,2,13,4,Restraunt #2
4/3/2025,6,0,2,13,0,Amazon
4/5/2025,5,0,2,36,0,Grocery #1
4/6/2025,5,0,2,39,0,Grocery #3
4/6/2025,5,0,2,21,3,Grocery #6
4/7/2025,5,0,2,42,0,Grocery #1
4/8/2025,22,0,2,52,4,Restraunt #3
4/8/2025,3,0,2,68,0,Hardware Store #1
4/8/2025,5,0,2,16,0,Grocery #3
4/9/2025,5,0,2,37,0,Grocery #1
4/10/2025,5,0,2,21,0,Grocery #3
4/10/2025,5,0,2,11,3,Grocery #6
4/11/2025,3,0,2,66,0,Hardware Store #1
4/13/2025,5,0,2,10,3,Grocery #6
4/13/2025,5,0,2,20,0,Grocery #3
4/13/2025,3,0,2,6,0,Hardware Store #1
4/14/2025,22,0,2,21,4,Restraunt #1
4/14/2025,9,FUEL,2,36,0,Fuel
4/14/2025,5,0,2,45,0,Grocery #1
4/15/2025,4,0,2,33,0,Internet Provider
4/15/2025,4,0,2,114,0,Electrical Provider
4/15/2025,22,0,2,12,4,Restraunt #2
4/16/2025,8,SUBS,2,27,0,Subscription #2
4/16/2025,5,0,2,12,3,Grocery #6
4/16/2025,5,0,2,8,3,Grocery #6
4/16/2025,22,0,2,12,4,Restraunt #2
4/16/2025,5,0,2,30,0,Grocery #1
4/17/2025,5,0,2,30,0,Grocery #3
4/18/2025,3,0,2,23,0,Hardware Store #1
4/18/2025,5,0,2,14,3,Grocery #6
4/18/2025,5,0,2,37,0,Grocery #3
4/19/2025,5,0,2,26,0,Grocery #1
4/19/2025,5,0,2,19,4,Grocery #6
4/21/2025,5,0,2,8,3,Grocery #6
4/21/2025,5,0,2,65,0,Grocery #4
4/21/2025,5,0,2,13,0,Grocery #3
4/21/2025,7,0,2,70,0,Mobile Provider
4/22/2025,8,SUBS,2,27,0,Subscription #1
4/22/2025,9,FUEL,2,41,0,Fuel
4/22/2025,5,0,2,13,0,Grocery #3
4/23/2025,5,0,2,42,0,Grocery #1
4/24/2025,5,0,2,22,0,Grocery #1
4/24/2025,5,0,2,8,3,Grocery #6
4/25/2025,5,0,2,57,0,Grocery #3
4/25/2025,22,0,2,13,4,Restraunt #2
4/26/2025,3,0,2,11,0,Hardware Store #1
4/27/2025,9,FUEL,2,40,0,Fuel
4/27/2025,5,0,2,55,0,Grocery #3
4/27/2025,5,0,2,42,0,Grocery #3
4/27/2025,5,0,2,21,3,Grocery #6
4/29/2025,5,0,2,55,0,Grocery #1
4/30/2025,22,0,2,52,4,Restraunt #3
4/30/2025,5,0,2,19,0,Grocery #3
5/1/2025,1,0,2,787,0,Mortgage Payment
5/1/2025,2,0,2,191,0,Loan payment
5/1/2025,5,0,2,3,3,Grocery #6
5/1/2025,6,0,2,38,0,Walmart
5/1/2025,5,0,2,18,0,Grocery #1
5/3/2025,5,0,2,24,0,Grocery #3
5/3/2025,5,0,2,40,0,Grocery #1
5/3/2025,5,0,2,28,6,Grocery #6
5/3/2025,5,0,2,6,3,Grocery #6
5/4/2025,13,0,2,12,0,Parking
5/5/2025,6,0,2,22,0,Walmart
5/6/2025,5,0,2,27,0,Grocery #1
5/7/2025,5,0,2,3,3,Grocery #6
5/7/2025,5,0,2,10,0,Grocery #3
5/8/2025,5,0,2,27,0,Grocery #3
5/9/2025,9,FUEL,2,39,0,Fuel
5/10/2025,6,0,2,14,4,Amazon
5/12/2025,5,0,2,34,0,Grocery #1
5/13/2025,5,0,2,17,0,Grocery #3
5/13/2025,9,FUEL,2,36,0,Fuel
5/14/2025,5,0,2,34,0,Grocery #1
5/15/2025,4,0,2,33,0,Internet Provider
5/15/2025,4,0,2,115,0,Electrical Provider
5/15/2025,22,0,2,52,0,Restraunt #3
5/16/2025,5,0,2,20,0,Grocery #1
5/16/2025,5,0,2,12,0,Grocery #3
5/17/2025,5,0,2,35,0,Grocery #1
5/18/2025,9,FUEL,2,39,0,Fuel
5/19/2025,7,0,2,70,0,Mobile Provider
5/19/2025,6,0,2,8,0,Walmart
5/19/2025,22,0,2,13,4,Restraunt #2
5/19/2025,5,0,2,22,0,Grocery #1
5/21/2025,5,0,2,37,0,Grocery #1
5/23/2025,5,0,2,3,0,Grocery #3
5/24/2025,6,0,2,32,2,Amazon
5/24/2025,5,0,2,64,0,Grocery #4
5/24/2025,5,0,2,27,0,Grocery #1
5/26/2025,6,0,2,18,4,Amazon
5/26/2025,5,0,2,37,0,Grocery #1
5/27/2025,5,0,2,22,0,Grocery #3
5/28/2025,6,0,2,10,5,Amazon
5/28/2025,5,0,2,39,0,Grocery #3
5/29/2025,22,0,2,22,4,Restraunt #3
5/29/2025,6,0,2,7,0,Walmart
5/29/2025,5,0,2,11,0,Grocery #3
5/30/2025,5,0,2,33,0,Grocery #2
5/30/2025,5,0,2,9,0,Grocery #3
5/30/2025,11,0,2,5,1,Pharmacy #1
5/31/2025,5,0,2,76,0,Grocery #1
6/1/2025,1,0,2,787,0,Mortgage Payment
6/1/2025,2,0,2,191,0,Loan payment
6/1/2025,9,FUEL,2,36,0,Fuel
6/2/2025,5,0,2,27,0,Grocery #3
6/3/2025,5,0,2,12,0,Grocery #1
6/4/2025,6,0,2,9,0,Walmart
6/4/2025,5,0,2,33,0,Grocery #1
6/4/2025,5,0,2,16,0,Grocery #3
6/5/2025,5,0,2,45,0,Grocery #3
6/6/2025,5,0,2,11,0,Grocery #3
6/6/2025,6,0,2,14,0,Amazon
6/7/2025,5,0,2,17,0,Grocery #1
6/7/2025,6,0,2,6,0,Amazon
6/8/2025,5,0,2,7,0,Grocery #3
6/9/2025,5,0,2,32,0,Grocery #1
6/9/2025,6,0,2,6,0,Amazon
6/11/2025,9,FUEL,2,36,0,Fuel
6/11/2025,5,0,2,20,0,Grocery #3
6/12/2025,5,0,2,27,0,Grocery #1
6/13/2025,4,0,2,33,0,Internet Provider
6/13/2025,4,0,2,116,0,Electrical Provider
6/14/2025,5,0,2,126,0,Grocery #4
6/14/2025,5,0,2,14,0,Grocery #3
6/15/2025,3,0,2,27,0,Hardware Store #1
6/15/2025,5,0,2,13,0,Grocery #3
6/15/2025,6,0,2,30,0,Amazon
6/17/2025,7,0,2,70,0,Mobile Provider
6/17/2025,3,0,2,24,0,Hardware Store #1
6/17/2025,5,0,2,25,0,Grocery #1
6/17/2025,22,0,2,22,4,Restraunt #1
6/17/2025,6,0,2,23,4,Amazon
6/19/2025,5,0,2,36,0,Grocery #1
6/19/2025,5,0,2,11,0,Grocery #3
6/20/2025,6,0,2,8,0,Amazon
6/21/2025,5,0,2,35,0,Grocery #3
6/21/2025,6,0,2,8,0,Amazon
6/23/2025,3,0,2,67,0,Hardware Store #1
6/23/2025,5,0,2,15,0,Grocery #2
6/24/2025,9,FUEL,2,41,0,Fuel
6/24/2025,5,0,2,30,0,Grocery #1
6/24/2025,5,0,2,11,0,Grocery #3
6/25/2025,6,0,2,11,0,Amazon
6/26/2025,5,0,2,16,0,Grocery #1
6/26/2025,5,0,2,11,0,Grocery #3
6/28/2025,5,0,2,11,0,Grocery #3
6/29/2025,6,0,2,18,3,Amazon
6/29/2025,9,FUEL,2,40,0,Fuel
6/29/2025,5,0,2,28,0,Grocery #1
6/30/2025,5,0,2,48,0,Grocery #1
6/30/2025,5,0,2,10,0,Grocery #2
6/30/2025,6,0,2,9,0,Amazon
7/1/2025,1,0,2,787,0,Mortgage Payment
7/1/2025,2,0,2,191,0,Loan payment
7/1/2025,5,0,2,18,0,Grocery #3
7/2/2025,5,0,2,43,0,Grocery #1
7/2/2025,5,0,2,5,0,Grocery #3
7/3/2025,6,0,2,44,2,Amazon
7/3/2025,6,0,2,27,0,Walmart
7/4/2025,5,0,2,14,0,Grocery #3
7/5/2025,6,0,2,23,0,Walmart
7/5/2025,5,0,2,11,0,Grocery #2
7/5/2025,5,0,2,34,0,Grocery #1
7/5/2025,5,0,2,5,0,Grocery #3
7/6/2025,5,0,2,23,0,Grocery #2
7/7/2025,3,0,2,26,0,Hardware Store #1
7/7/2025,3,0,2,15,0,Hardware Store #2
7/7/2025,5,0,2,29,0,Grocery #2
7/7/2025,5,0,2,12,0,Grocery #3
7/7/2025,5,0,2,10,0,Grocery #3
7/8/2025,5,0,2,37,0,Grocery #2
7/9/2025,5,0,2,22,0,Grocery #3
7/10/2025,5,0,2,19,0,Grocery #1
7/10/2025,5,0,2,6,0,Grocery #3
7/11/2025,5,0,2,26,0,Grocery #2
7/12/2025,4,0,2,33,0,Internet Provider
7/12/2025,4,0,2,117,0,Electrical Provider
7/12/2025,5,0,2,19,0,Grocery #3
7/12/2025,3,0,2,40,0,Hardware Store #1
7/13/2025,9,FUEL,2,43,0,Fuel
7/13/2025,5,0,2,16,0,Grocery #3
7/14/2025,5,0,2,39,0,Grocery #1
7/15/2025,6,0,2,58,4,Amazon
7/15/2025,5,0,2,132,0,Grocery #4
7/16/2025,5,0,2,31,0,Grocery #1
7/16/2025,6,0,2,24,0,Walmart
7/16/2025,3,0,2,11,0,Hardware Store #1
7/16/2025,7,0,2,70,0,Mobile Provider
7/17/2025,5,0,2,8,0,Grocery #2
7/17/2025,6,0,2,14,3,Amazon
7/18/2025,9,FUEL,2,11,0,Fuel
7/18/2025,5,0,2,19,0,Grocery #1
7/19/2025,3,0,2,31,0,Hardware Store #2
7/19/2025,3,0,2,6,0,Hardware Store #1
7/19/2025,5,0,2,16,0,Grocery #3
7/20/2025,5,0,2,53,0,Grocery #1
7/21/2025,5,0,2,10,0,Grocery #3
7/22/2025,5,0,2,21,0,Grocery #1
7/23/2025,5,0,2,43,0,Grocery #3
7/24/2025,6,0,2,14,0,Amazon
7/24/2025,6,0,2,21,0,Amazon
7/24/2025,6,0,2,11,0,Amazon
7/24/2025,5,0,2,21,0,Grocery #3
7/25/2025,5,0,2,24,0,Grocery #1
7/25/2025,5,0,2,11,0,Grocery #3
7/26/2025,6,0,2,37,4,Amazon
7/27/2025,5,0,2,130,0,Grocery #4
7/27/2025,5,0,2,15,0,Grocery #3
7/29/2025,6,0,2,15,1,Amazon
7/29/2025,6,0,2,28,4,Walmart
7/29/2025,5,0,2,35,0,Grocery #1
7/29/2025,5,0,2,14,0,Grocery #3
7/30/2025,5,0,2,15,0,Grocery #3
7/30/2025,6,0,2,23,4,Amazon
7/31/2025,5,0,2,22,0,Grocery #3
8/1/2025,1,0,2,787,0,Mortgage Payment
8/1/2025,2,0,2,191,0,Loan payment
8/1/2025,9,FUEL,2,43,0,Fuel
8/1/2025,5,0,2,33,0,Grocery #1
8/2/2025,3,0,2,130,0,Hardware Store #1
8/2/2025,3,0,2,5,0,Hardware Store #1
8/2/2025,3,0,2,31,0,Hardware Store #2
8/2/2025,6,0,2,31,5,Amazon
8/2/2025,5,0,2,15,0,Grocery #3
8/3/2025,3,0,2,26,0,Hardware Store #2
8/3/2025,3,0,2,26,0,Hardware Store #1
8/4/2025,5,0,2,46,0,Grocery #1
8/4/2025,5,0,2,12,0,Grocery #3
8/5/2025,5,0,2,14,0,Grocery #3
8/7/2025,9,FUEL,2,38,0,Fuel
8/7/2025,6,0,2,17,0,Walmart
8/7/2025,5,0,2,42,0,Grocery #1
8/7/2025,5,0,2,22,0,Grocery #1
8/7/2025,5,0,2,10,0,Grocery #3
8/8/2025,6,0,2,18,4,Amazon
8/8/2025,5,0,2,24,0,Grocery #3
8/9/2025,6,0,2,111,1,Amazon
8/9/2025,6,0,2,37,0,Amazon
8/9/2025,5,0,2,26,0,Grocery #1
8/11/2025,5,0,2,41,0,Grocery #1
8/11/2025,5,0,2,37,0,Grocery #3
8/14/2025,3,0,2,21,0,Hardware Store #2
8/14/2025,5,0,2,30,0,Grocery #1
8/14/2025,5,0,2,4,4,Grocery #3
8/15/2025,4,0,2,33,0,Internet Provider
8/15/2025,4,0,2,118,0,Electrical Provider
8/15/2025,7,0,2,70,0,Mobile Provider
8/15/2025,9,FUEL,2,41,0,Fuel
8/15/2025,5,0,2,17,0,Grocery #3
8/16/2025,3,0,2,64,0,Hardware Store #1
8/16/2025,3,0,2,18,0,Hardware Store #1
8/17/2025,9,FUEL,2,36,0,Fuel
8/17/2025,5,0,2,60,0,Grocery #1
8/17/2025,5,0,2,7,4,Grocery #3
8/18/2025,5,0,2,20,0,Grocery #3
8/19/2025,3,0,2,4,0,Hardware Store #1
8/19/2025,3,0,2,54,0,Hardware Store #2
8/19/2025,5,0,2,18,0,Grocery #3
8/20/2025,6,0,2,11,0,Amazon
8/20/2025,5,0,2,30,0,Grocery #1
8/20/2025,5,0,2,5,6,Grocery #3
8/21/2025,3,0,2,54,0,Hardware Store #1
8/23/2025,5,0,2,36,0,Grocery #1
8/24/2025,5,0,2,71,0,Grocery #4
8/24/2025,6,0,2,26,4,Amazon
8/25/2025,9,FUEL,2,38,0,Fuel
8/25/2025,5,0,2,11,0,Grocery #3
8/25/2025,5,0,2,29,0,Grocery #1
8/26/2025,6,0,2,13,5,Amazon
8/26/2025,5,0,2,27,0,Grocery #2
8/26/2025,3,0,2,6,0,Hardware Store #1
8/26/2025,5,0,2,11,0,Grocery #3
8/27/2025,6,0,2,7,0,Amazon
8/27/2025,5,0,2,41,0,Grocery #1
8/27/2025,5,0,2,14,0,Grocery #3
